Ticker,Name,Sector,Industry,FIGI
GWRS UQ Equity,Global Water Resources Inc,Utilities,Water Utilities,BBG000FV1TH1
IMMU UQ Equity,Immunomedics Inc,Health Care,Biotechnology,BBG000BLXX83
IHC UN Equity,Independence Holding Co,Financials,Insurance,BBG000C4MX73
CTRC UR Equity,Centric Brands Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000C4YG40
MDP UN Equity,Meredith Corp,Communication Services,Media,BBG000BNVR66
INS UA Equity,Intelligent Systems Corp,Information Technology,Software,BBG000CGZJ64
NYT UN Equity,New York Times Co/The,Communication Services,Media,BBG000FFD4B4
IONS UW Equity,Ionis Pharmaceuticals Inc,Health Care,Biotechnology,BBG000JH7N58
BOMN UR Equity,Boston Omaha Corp,Communication Services,Media,BBG0021J73X2
KBAL UW Equity,Kimball International Inc,Industrials,Commercial Services & Supplies,BBG000BMLTM7
KBH UN Equity,KB Home,Consumer Discretionary,Household Durables,BBG000BMLYS0
MBI UN Equity,MBIA Inc,Financials,Insurance,BBG000BNQQ00
WTBA UW Equity,West Bancorporation Inc,Financials,Banks,BBG000BB16Z9
TMDX UQ Equity,TransMedics Group Inc,Health Care,Health Care Equipment & Suppli,BBG00NZ6J6G6
LCUT UW Equity,Lifetime Brands Inc,Consumer Discretionary,Household Durables,BBG000C71JR8
MTW UN Equity,Manitowoc Co Inc/The,Industrials,Machinery,BBG000D2M951
BDN UN Equity,Brandywine Realty Trust,Real Estate,Equity Real Estate Investment,BBG000CL6V13
RRD UN Equity,RR Donnelley & Sons Co,Industrials,Commercial Services & Supplies,BBG000BH96J6
LSCC UW Equity,Lattice Semiconductor Corp,Information Technology,Semiconductors & Semiconductor,BBG000C2DFZ5
CTVA UN Equity,Corteva Inc,Materials,Chemicals,BBG00MV4Q7P7
SITC UN Equity,SITE Centers Corp,Real Estate,Equity Real Estate Investment,BBG000BGZBK6
BFC UR Equity,Bank First Corp,Financials,Banks,BBG000BG2F14
MKL UN Equity,Markel Corp,Financials,Insurance,BBG000FC74N5
FI UN Equity,Frank's International NV,Energy,Energy Equipment & Services,BBG004K27P47
AXNX UW Equity,Axonics Modulation Technologies Inc,Health Care,Health Care Equipment & Suppli,BBG00M69MLK2
BTU UN Equity,Peabody Energy Corp,Energy,"Oil, Gas & Consumable Fuels",BBG00GBV88X1
MIDD UW Equity,Middleby Corp/The,Industrials,Machinery,BBG000DQNNX5
QLYS UW Equity,Qualys Inc,Information Technology,Software,BBG0033BHTJ3
MGEE UW Equity,MGE Energy Inc,Utilities,Electric Utilities,BBG000JNX2J7
RIG UN Equity,Transocean Ltd,Energy,Energy Equipment & Services,BBG000BH5P17
PLAY UW Equity,Dave & Buster's Entertainment Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG001XGGVV5
ASH UN Equity,Ashland Global Holdings Inc,Materials,Chemicals,BBG00D20JBT2
ETNB UQ Equity,89bio Inc,Health Care,Biotechnology,BBG00QKDZ8Q7
UIS UN Equity,Unisys Corp,Information Technology,IT Services,BBG000BW0V89
MGRC UW Equity,McGrath RentCorp,Industrials,Commercial Services & Supplies,BBG000BP0HP6
TEX UN Equity,Terex Corp,Industrials,Machinery,BBG000C7C8F3
MITK UR Equity,Mitek Systems Inc,Information Technology,Software,BBG000BP3HZ2
MTG UN Equity,MGIC Investment Corp,Financials,Thrifts & Mortgage Finance,BBG000CBMKY5
DDS UN Equity,Dillard's Inc,Consumer Discretionary,Multiline Retail,BBG000BS4P78
MNR UN Equity,Monmouth Real Estate Investment Corp,Real Estate,Equity Real Estate Investment,BBG000BLZG60
USPH UN Equity,US Physical Therapy Inc,Health Care,Health Care Providers & Servic,BBG000CSRV60
TELL UR Equity,Tellurian Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000CS35X3
MRTN UW Equity,Marten Transport Ltd,Industrials,Road & Rail,BBG000BPDTK1
MDB UQ Equity,MongoDB Inc,Information Technology,IT Services,BBG00HT4ZBM5
MSEX UW Equity,Middlesex Water Co,Utilities,Water Utilities,BBG000BPH0Z4
CAC UW Equity,Camden National Corp,Financials,Banks,BBG000BB1XM4
EVI UA Equity,EVI Industries Inc,Industrials,Trading Companies & Distributo,BBG000H3TV77
MGPI UW Equity,MGP Ingredients Inc,Consumer Staples,Beverages,BBG000BXKK70
ALLE UN Equity,Allegion PLC,Industrials,Building Products,BBG004T9FH88
IAC UW Equity,IAC/InterActiveCorp,Communication Services,Interactive Media & Services,BBG000BKQV14
NATR UR Equity,Nature's Sunshine Products Inc,Consumer Staples,Personal Products,BBG000C05L30
JRVR UW Equity,James River Group Holdings Ltd,Financials,Insurance,BBG007HRJY47
BC UN Equity,Brunswick Corp/DE,Consumer Discretionary,Leisure Products,BBG000BCWW77
FOR UN Equity,Forestar Group Inc,Real Estate,Real Estate Management & Devel,BBG000BB20W4
XLRN UQ Equity,Acceleron Pharma Inc,Health Care,Biotechnology,BBG004YTQJF4
GPX UN Equity,GP Strategies Corp,Industrials,Professional Services,BBG000D9LFT7
ELAN UN Equity,Elanco Animal Health Inc,Health Care,Pharmaceuticals,BBG00LN40D28
NR UN Equity,Newpark Resources Inc,Energy,Energy Equipment & Services,BBG000C2HYW3
NRIM UW Equity,Northrim BanCorp Inc,Financials,Banks,BBG000C5QZB6
SNV UN Equity,Synovus Financial Corp,Financials,Banks,BBG000BLP217
NSSC UW Equity,Napco Security Technologies Inc,Information Technology,"Electronic Equipment, Instrume",BBG000BQ6PD3
OFG UN Equity,OFG Bancorp,Financials,Banks,BBG000F5VPN6
OFIX UW Equity,Orthofix Medical Inc,Health Care,Health Care Equipment & Suppli,BBG000G1FLY9
GMRE UN Equity,Global Medical REIT Inc,Real Estate,Equity Real Estate Investment,BBG0027F2BD3
INTL UW Equity,INTL. FCStone Inc,Financials,Capital Markets,BBG000BB26D2
ODC UN Equity,Oil-Dri Corp of America,Consumer Staples,Household Products,BBG000D61NX3
OLP UN Equity,One Liberty Properties Inc,Real Estate,Equity Real Estate Investment,BBG000BQJJY0
YCBD UA Equity,cbdMD Inc,Health Care,Pharmaceuticals,BBG00J3H4KV4
NCR UN Equity,NCR Corp,Information Technology,"Technology Hardware, Storage &",BBG000BMXM30
OTTR UW Equity,Otter Tail Corp,Utilities,Electric Utilities,BBG000BQNWL0
MXIM UW Equity,Maxim Integrated Products Inc,Information Technology,Semiconductors & Semiconductor,BBG000BPNX12
PHX UN Equity,Panhandle Oil and Gas Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000C38FX1
PRK UA Equity,Park National Corp,Financials,Banks,BBG000DCV496
CATC UR Equity,Cambridge Bancorp,Financials,Banks,BBG000C2D8T8
PEBK UQ Equity,Peoples Bancorp of North Carolina Inc,Financials,Banks,BBG000BQZ9L8
NMRK UW Equity,Newmark Group Inc,Real Estate,Real Estate Management & Devel,BBG00J24S7Q3
SANM UW Equity,Sanmina Corp,Information Technology,"Electronic Equipment, Instrume",BBG000BHC504
RNST UW Equity,Renasant Corp,Financials,Banks,BBG000BR48K3
PKOH UW Equity,Park-Ohio Holdings Corp,Industrials,Machinery,BBG000BR90Z9
CTBI UW Equity,Community Trust Bancorp Inc,Financials,Banks,BBG000F4LJ81
PIRS UR Equity,Pieris Pharmaceuticals Inc,Health Care,Biotechnology,BBG0055C3PK5
PNRG UR Equity,PrimeEnergy Resources Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000C4C548
FIZZ UW Equity,National Beverage Corp,Consumer Staples,Beverages,BBG000BF8P18
PTSI UQ Equity,PAM Transportation Services Inc,Industrials,Road & Rail,BBG000BRQM91
PTC UW Equity,PTC Inc,Information Technology,Software,BBG000C2VMR9
GOOG UW Equity,Alphabet Inc,Communication Services,Interactive Media & Services,BBG009S4MVF2
NAV UN Equity,Navistar International Corp,Industrials,Machinery,BBG000BPS5V5
AVCO UR Equity,Avalon GloboCare Corp,Health Care,Health Care Providers & Servic,BBG008648PF7
QDEL UW Equity,Quidel Corp,Health Care,Health Care Equipment & Suppli,BBG000C6K1D3
LPX UN Equity,Louisiana-Pacific Corp,Materials,Paper & Forest Products,BBG000BNF6X0
RAVN UW Equity,Raven Industries Inc,Industrials,Industrial Conglomerates,BBG000CXR3Y0
DORM UW Equity,Dorman Products Inc,Consumer Discretionary,Auto Components,BBG000BM2D52
LXFR UN Equity,Luxfer Holdings PLC,Industrials,Machinery,BBG0029SH0C2
CTB UN Equity,Cooper Tire & Rubber Co,Consumer Discretionary,Auto Components,BBG000BGKZK9
AMPH UW Equity,Amphastar Pharmaceuticals Inc,Health Care,Pharmaceuticals,BBG006JMQVQ2
DTIL UW Equity,Precision BioSciences Inc,Health Care,Biotechnology,BBG00NHXT7T0
JBSS UW Equity,John B Sanfilippo & Son Inc,Consumer Staples,Food Products,BBG000CHPYB4
CVNA UN Equity,Carvana Co,Consumer Discretionary,Specialty Retail,BBG00GCTWDM9
TWOU UW Equity,2U Inc,Information Technology,Software,BBG006159S93
EEX UN Equity,Emerald Expositions Events Inc,Communication Services,Media,BBG00GCTWVL0
PDFS UW Equity,PDF Solutions Inc,Information Technology,Semiconductors & Semiconductor,BBG000CYCVF3
LSTR UW Equity,Landstar System Inc,Industrials,Road & Rail,BBG000BB2YV1
RGEN UW Equity,Repligen Corp,Health Care,Life Sciences Tools & Services,BBG000BS4JZ1
OUT UN Equity,Outfront Media Inc,Real Estate,Equity Real Estate Investment,BBG004S6B059
SBCF UW Equity,Seacoast Banking Corp of Florida,Financials,Banks,BBG000KK4M54
SEB UA Equity,Seaboard Corp,Consumer Staples,Food Products,BBG000BSPWV3
SGC UQ Equity,Superior Group of Cos Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000BSV9H3
SJW UN Equity,SJW Group,Utilities,Water Utilities,BBG000BT21X2
CRMT UW Equity,America's Car-Mart Inc/TX,Consumer Discretionary,Specialty Retail,BBG000CM7ZL9
IIN UQ Equity,IntriCon Corp,Health Care,Health Care Equipment & Suppli,BBG000BT5944
ENOB UR Equity,Enochian Biosciences Inc,Health Care,Biotechnology,BBG0060CNMV1
SRCE UW Equity,1st Source Corp,Financials,Banks,BBG000BTHCT7
STAA UQ Equity,STAAR Surgical Co,Health Care,Health Care Equipment & Suppli,BBG000C4QDM6
STFC UW Equity,State Auto Financial Corp,Financials,Insurance,BBG000CB5PM6
WSFS UW Equity,WSFS Financial Corp,Financials,Thrifts & Mortgage Finance,BBG000BX1MC1
SYBT UW Equity,Stock Yards Bancorp Inc,Financials,Banks,BBG000FLM5R1
SYNL UQ Equity,Synalloy Corp,Materials,Metals & Mining,BBG000CLRM29
ACHC UW Equity,Acadia Healthcare Co Inc,Health Care,Health Care Providers & Servic,BBG0027GFCF3
BCOV UW Equity,Brightcove Inc,Information Technology,IT Services,BBG002153H38
LCNB UR Equity,LCNB Corp,Financials,Banks,BBG000BB39F3
CDMO UR Equity,Avid Bioservices Inc,Health Care,Biotechnology,BBG000JDWRH7
CCXI UW Equity,ChemoCentryx Inc,Health Care,Biotechnology,BBG0025NPP15
NG UA Equity,Novagold Resources Inc,Materials,Metals & Mining,BBG000D254G9
CNBKA UW Equity,Century Bancorp Inc/MA,Financials,Banks,BBG000BFYZ99
THFF UW Equity,First Financial Corp/IN,Financials,Banks,BBG000CDHD46
TISI UN Equity,Team Inc,Industrials,Commercial Services & Supplies,BBG000BVCXG5
EBTC UW Equity,Enterprise Bancorp Inc/MA,Financials,Banks,BBG000BLTBH6
TRC UN Equity,Tejon Ranch Co,Real Estate,Real Estate Management & Devel,BBG000BVK5C1
HBCP UW Equity,Home Bancorp Inc,Financials,Thrifts & Mortgage Finance,BBG000J33CB0
HTBI UW Equity,HomeTrust Bancshares Inc,Financials,Banks,BBG002CV5WT6
TRNS UQ Equity,Transcat Inc,Industrials,Trading Companies & Distributo,BBG000BVLZ34
PCRX UW Equity,Pacira BioSciences Inc,Health Care,Pharmaceuticals,BBG0018FQPG4
PRGX UW Equity,PRGX Global Inc,Information Technology,IT Services,BBG000G6SX41
REGI UW Equity,Renewable Energy Group Inc,Energy,"Oil, Gas & Consumable Fuels",BBG001XFXV39
SGMO UW Equity,Sangamo Therapeutics Inc,Health Care,Biotechnology,BBG000BHZ4D8
SPSC UW Equity,SPS Commerce Inc,Information Technology,Software,BBG000PZGM26
TESS UW Equity,TESSCO Technologies Inc,Information Technology,Communications Equipment,BBG000DDB9H6
USM UN Equity,United States Cellular Corp,Communication Services,Wireless Telecommunication Ser,BBG000BW6QW7
WTRE UW Equity,Watford Holdings Ltd,Financials,Insurance,BBG00N73VG05
UTL UN Equity,Unitil Corp,Utilities,Multi-Utilities,BBG000BW7Z56
HMST UW Equity,HomeStreet Inc,Financials,Thrifts & Mortgage Finance,BBG001P71850
MSGN UN Equity,MSG Networks Inc,Communication Services,Media,BBG000NS05N5
VLGEA UW Equity,Village Super Market Inc,Consumer Staples,Food & Staples Retailing,BBG000BWGTL2
VSEC UW Equity,VSE Corp,Industrials,Commercial Services & Supplies,BBG000BWK7G1
SMPL UR Equity,Simply Good Foods Co/The,Consumer Staples,Food Products,BBG00H3T9L18
WASH UW Equity,Washington Trust Bancorp Inc,Financials,Banks,BBG000BWM9P5
GRIF UQ Equity,Griffin Industrial Realty Inc,Real Estate,Real Estate Management & Devel,BBG000BB4098
WEYS UW Equity,Weyco Group Inc,Consumer Discretionary,Distributors,BBG000BWQD81
ACRE UN Equity,Ares Commercial Real Estate Corp,Financials,Mortgage Real Estate Investmen,BBG0022MMQG5
WRE UN Equity,Washington Real Estate Investment Trust,Real Estate,Equity Real Estate Investment,BBG000BWYY68
WSBC UW Equity,WesBanco Inc,Financials,Banks,BBG000BX0MZ7
CR UN Equity,Crane Co,Industrials,Machinery,BBG000BG76G3
DLX UN Equity,Deluxe Corp,Industrials,Commercial Services & Supplies,BBG000BH65S1
WOR UN Equity,Worthington Industries Inc,Materials,Metals & Mining,BBG000HL78W4
FMNB UR Equity,Farmers National Banc Corp,Financials,Banks,BBG000D9HKC9
DDD UN Equity,3D Systems Corp,Information Technology,"Technology Hardware, Storage &",BBG000D42HN1
ANIP UQ Equity,ANI Pharmaceuticals Inc,Health Care,Pharmaceuticals,BBG000KK1PX9
OPY UN Equity,Oppenheimer Holdings Inc,Financials,Capital Markets,BBG000F00902
BMCH UW Equity,BMC Stock Holdings Inc,Industrials,Trading Companies & Distributo,BBG004PQN3F8
NCSM UW Equity,NCS Multistage Holdings Inc,Energy,Energy Equipment & Services,BBG00G6DYBN2
FTK UN Equity,Flotek Industries Inc,Materials,Chemicals,BBG000C3TJ06
CLDR UN Equity,Cloudera Inc,Information Technology,Software,BBG00GCTN6X2
BCEI UN Equity,Bonanza Creek Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG00GLNJ045
TUP UN Equity,Tupperware Brands Corp,Consumer Discretionary,Household Durables,BBG000GQ1JS1
EYPT UQ Equity,EyePoint Pharmaceuticals Inc,Health Care,Pharmaceuticals,BBG000F90NB0
PBYI UW Equity,Puma Biotechnology Inc,Health Care,Biotechnology,BBG002NFCGM3
ITI UR Equity,Iteris Inc,Information Technology,"Electronic Equipment, Instrume",BBG000D6PCW2
AQUA UN Equity,Evoqua Water Technologies Corp,Industrials,Machinery,BBG00HW4CRR6
FNKO UW Equity,Funko Inc,Consumer Discretionary,Distributors,BBG00HXSKRY5
BERY UN Equity,Berry Global Group Inc,Materials,Containers & Packaging,BBG002S8JL91
MDR UN Equity,McDermott International Inc,Energy,Energy Equipment & Services,BBG000BNW4V8
AMBA UW Equity,Ambarella Inc,Information Technology,Semiconductors & Semiconductor,BBG001QZCQ46
SPRO UW Equity,Spero Therapeutics Inc,Health Care,Biotechnology,BBG00HXSJ2D5
EHC UN Equity,Encompass Health Corp,Health Care,Health Care Providers & Servic,BBG000BGBVK8
XGN UQ Equity,Exagen Inc,Health Care,Health Care Providers & Servic,BBG0074VS7G8
KAI UN Equity,Kadant Inc,Industrials,Machinery,BBG000BKRVV0
FLO UN Equity,Flowers Foods Inc,Consumer Staples,Food Products,BBG000BB4FW9
NAVI UW Equity,Navient Corp,Financials,Consumer Finance,BBG006BR91G5
RAMP UN Equity,LiveRamp Holdings Inc,Information Technology,IT Services,BBG000BB4L10
EXTN UN Equity,Exterran Corp,Energy,Energy Equipment & Services,BBG007K3DT52
IRMD UR Equity,iRadimed Corp,Health Care,Health Care Equipment & Suppli,BBG006NM9397
TKR UN Equity,Timken Co/The,Industrials,Machinery,BBG000BV9856
MLP UN Equity,Maui Land & Pineapple Co Inc,Real Estate,Real Estate Management & Devel,BBG000BB5523
BGG UN Equity,Briggs & Stratton Corp,Industrials,Machinery,BBG000BD45D8
APLS UW Equity,Apellis Pharmaceuticals Inc,Health Care,Biotechnology,BBG00B6KDSL5
RCL UN Equity,Royal Caribbean Cruises Ltd,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000BB5B39
PING UN Equity,Ping Identity Holding Corp,Information Technology,Software,BBG00Q3GDB59
LGND UQ Equity,Ligand Pharmaceuticals Inc,Health Care,Biotechnology,BBG000BKF210
LII UN Equity,Lennox International Inc,Industrials,Building Products,BBG000BB5D35
CCK UN Equity,Crown Holdings Inc,Materials,Containers & Packaging,BBG000BF68R0
GRA UN Equity,WR Grace & Co,Materials,Chemicals,BBG000BB8QP9
AVT UW Equity,Avnet Inc,Information Technology,"Electronic Equipment, Instrume",BBG000BCPMP7
ANGO UW Equity,AngioDynamics Inc,Health Care,Health Care Equipment & Suppli,BBG000BB5J41
UVE UN Equity,Universal Insurance Holdings Inc,Financials,Insurance,BBG000B9YZY5
PQG UN Equity,PQ Group Holdings Inc,Materials,Chemicals,BBG00GX8YKD4
WINA UQ Equity,Winmark Corp,Consumer Discretionary,Specialty Retail,BBG000BQ5KX3
RAD UN Equity,Rite Aid Corp,Consumer Staples,Food & Staples Retailing,BBG000BRWJ55
KSU UN Equity,Kansas City Southern,Industrials,Road & Rail,BBG000BMZ937
SPNE UW Equity,SeaSpine Holdings Corp,Health Care,Health Care Equipment & Suppli,BBG008G1YW95
NC UN Equity,NACCO Industries Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000BPTW36
RCKY UW Equity,Rocky Brands Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000BF2BM2
PSX UN Equity,Phillips 66,Energy,"Oil, Gas & Consumable Fuels",BBG002VX6CQ7
OSMT UW Equity,Osmotica Pharmaceuticals PLC,Health Care,Pharmaceuticals,BBG00LZQJQF3
FEYE UW Equity,FireEye Inc,Information Technology,Software,BBG004XQQTS5
SERV UN Equity,ServiceMaster Global Holdings Inc,Consumer Discretionary,Diversified Consumer Services,BBG0067MQ029
SCI UN Equity,Service Corp International/US,Consumer Discretionary,Diversified Consumer Services,BBG000BTHJB1
WATT UR Equity,Energous Corp,Industrials,Electrical Equipment,BBG005XNV9W2
SAVE UN Equity,Spirit Airlines Inc,Industrials,Airlines,BBG001660QB7
EPAM UN Equity,EPAM Systems Inc,Information Technology,IT Services,BBG001QZ9SB8
CFB UW Equity,CrossFirst Bankshares Inc,Financials,Banks,BBG00PQNWVH3
TEN UN Equity,Tenneco Inc,Consumer Discretionary,Auto Components,BBG000BJB8F9
CASA UW Equity,Casa Systems Inc,Information Technology,Communications Equipment,BBG00JB0RQV4
MTX UN Equity,Minerals Technologies Inc,Materials,Chemicals,BBG000BB6434
SCVL UW Equity,Shoe Carnival Inc,Consumer Discretionary,Specialty Retail,BBG000BF4RG2
IT UN Equity,Gartner Inc,Information Technology,IT Services,BBG000BB6764
ALG UN Equity,Alamo Group Inc,Industrials,Machinery,BBG000BJV206
HR UN Equity,Healthcare Realty Trust Inc,Real Estate,Equity Real Estate Investment,BBG000BB6997
SWI UN Equity,SolarWinds Corp,Information Technology,Software,BBG00M1CKSP2
GPRO UW Equity,GoPro Inc,Consumer Discretionary,Household Durables,BBG006JJTXM6
FCAP UR Equity,First Capital Inc,Financials,Banks,BBG000BB6C27
AVX UN Equity,AVX Corp,Information Technology,"Electronic Equipment, Instrume",BBG000BB6H08
CHMI UN Equity,Cherry Hill Mortgage Investment Corp,Financials,Mortgage Real Estate Investmen,BBG004HQLJM6
PBPB UW Equity,Potbelly Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG0056HTPR8
SMHI UN Equity,SEACOR Marine Holdings Inc,Energy,Energy Equipment & Services,BBG00GLRQBV4
AEL UN Equity,American Equity Investment Life Holding,Financials,Insurance,BBG000BB6LB7
FL UN Equity,Foot Locker Inc,Consumer Discretionary,Specialty Retail,BBG000BX8FQ4
WBC UN Equity,WABCO Holdings Inc,Industrials,Machinery,BBG000BB6PG3
BOLD UQ Equity,Audentes Therapeutics Inc,Health Care,Biotechnology,BBG00BT7BGS0
MXL UN Equity,MaxLinear Inc,Information Technology,Semiconductors & Semiconductor,BBG000BB6TW7
CDNA UQ Equity,CareDx Inc,Health Care,Biotechnology,BBG006LCXWZ1
SVC UW Equity,Service Properties Trust,Real Estate,Equity Real Estate Investment,BBG000F79SM2
DHC UW Equity,Diversified Healthcare Trust,Real Estate,Equity Real Estate Investment,BBG000BM2TS2
HRI UN Equity,Herc Holdings Inc,Industrials,Trading Companies & Distributo,BBG000FNT368
CLBK UW Equity,Columbia Financial Inc,Financials,Thrifts & Mortgage Finance,BBG00JF7LX19
LEVL UW Equity,Level One Bancorp Inc,Financials,Banks,BBG00KG0HHL8
CHDN UW Equity,Churchill Downs Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000BGXYR1
CWEN/A UN Equity,Clearway Energy Inc,Utilities,Independent Power and Renewabl,BBG004P33YX3
OPI UW Equity,Office Properties Income Trust,Real Estate,Equity Real Estate Investment,BBG000BB7TG4
TCBK UW Equity,TriCo Bancshares,Financials,Banks,BBG000BGYT91
LECO UW Equity,Lincoln Electric Holdings Inc,Industrials,Machinery,BBG000BB7F56
BRG UA Equity,Bluerock Residential Growth REIT Inc,Real Estate,Equity Real Estate Investment,BBG005NDV018
SNR UN Equity,New Senior Investment Group Inc,Real Estate,Equity Real Estate Investment,BBG006NBCD13
MPB UQ Equity,Mid Penn Bancorp Inc,Financials,Banks,BBG000BB7H70
BANF UW Equity,BancFirst Corp,Financials,Banks,BBG000BGJV39
AGE UA Equity,AgeX Therapeutics Inc,Health Care,Biotechnology,BBG00L4GS486
IQV UN Equity,IQVIA Holdings Inc,Health Care,Life Sciences Tools & Services,BBG0044K3GK1
PNTG UW Equity,Pennant Group Inc/The,Health Care,Health Care Providers & Servic,BBG00P33SYT8
NVRO UN Equity,Nevro Corp,Health Care,Health Care Equipment & Suppli,BBG0078T0K89
BBSI UW Equity,Barrett Business Services Inc,Industrials,Professional Services,BBG000BHK3F4
CCF UA Equity,Chase Corp,Materials,Chemicals,BBG000BL9JG2
FRTA UW Equity,Forterra Inc,Materials,Construction Materials,BBG00D9WPN21
ERI UW Equity,Eldorado Resorts Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG0074Q3P58
GABC UW Equity,German American Bancorp Inc,Financials,Banks,BBG000BH7QN9
MDLZ UW Equity,Mondelez International Inc,Consumer Staples,Food Products,BBG000D4M6H0
RYAM UN Equity,Rayonier Advanced Materials Inc,Materials,Chemicals,BBG006KJGNY7
SNDR UN Equity,Schneider National Inc,Industrials,Road & Rail,BBG00FN1X4F7
ELS UN Equity,Equity LifeStyle Properties Inc,Real Estate,Equity Real Estate Investment,BBG000BB7VP9
THRM UW Equity,Gentherm Inc,Consumer Discretionary,Auto Components,BBG000BQLX85
VVI UN Equity,Viad Corp,Industrials,Commercial Services & Supplies,BBG000D79FZ8
CAL UN Equity,Caleres Inc,Consumer Discretionary,Specialty Retail,BBG000CYSJ81
COMM UW Equity,CommScope Holding Co Inc,Information Technology,Communications Equipment,BBG004XQW3W0
TPIC UQ Equity,TPI Composites Inc,Industrials,Electrical Equipment,BBG00D3JRC73
IIPR UN Equity,Innovative Industrial Properties Inc,Real Estate,Equity Real Estate Investment,BBG00F0SW7T2
BFAM UN Equity,Bright Horizons Family Solutions Inc,Consumer Discretionary,Diversified Consumer Services,BBG003LFWP41
BCO UN Equity,Brink's Co/The,Industrials,Commercial Services & Supplies,BBG000DR5SG1
ATEX UR Equity,Anterix Inc,Communication Services,Diversified Telecommunication,BBG0081NLJ32
SKY UN Equity,Skyline Champion Corp,Consumer Discretionary,Household Durables,BBG000BT2X53
SPXC UN Equity,SPX Corp,Industrials,Machinery,BBG000BTGFC9
IRT UN Equity,Independence Realty Trust Inc,Real Estate,Equity Real Estate Investment,BBG004Q00KX1
EB UN Equity,Eventbrite Inc,Communication Services,Interactive Media & Services,BBG00LTRWF67
TTD UQ Equity,Trade Desk Inc/The,Information Technology,Software,BBG00DP4B146
FDEF UW Equity,First Defiance Financial Corp,Financials,Thrifts & Mortgage Finance,BBG000BHZFB5
GPI UN Equity,Group 1 Automotive Inc,Consumer Discretionary,Specialty Retail,BBG000BB8BY2
TERP UW Equity,TerraForm Power Inc,Utilities,Independent Power and Renewabl,BBG006KY8LH6
SAGE UQ Equity,Sage Therapeutics Inc,Health Care,Biotechnology,BBG006NHR3D3
BSVN UW Equity,Bank7 Corp,Financials,Banks,BBG00LV10167
GCO UN Equity,Genesco Inc,Consumer Discretionary,Specialty Retail,BBG000BK5V80
MIK UW Equity,Michaels Cos Inc/The,Consumer Discretionary,Specialty Retail,BBG005QRV7T9
CNA UN Equity,CNA Financial Corp,Financials,Insurance,BBG000BFYCD5
NEU UN Equity,NewMarket Corp,Materials,Chemicals,BBG000BJ5TW1
CMLS UQ Equity,Cumulus Media Inc,Communication Services,Media,BBG00L2X8XW2
NL UN Equity,NL Industries Inc,Industrials,Commercial Services & Supplies,BBG000BQ0687
RC UN Equity,Ready Capital Corp,Financials,Mortgage Real Estate Investmen,BBG003TCRRS6
CWEN UN Equity,Clearway Energy Inc,Utilities,Independent Power and Renewabl,BBG008MZ5LW3
SRNE UR Equity,Sorrento Therapeutics Inc,Health Care,Biotechnology,BBG000BDM0W8
AERI UQ Equity,Aerie Pharmaceuticals Inc,Health Care,Pharmaceuticals,BBG0059161X1
BWB UR Equity,Bridgewater Bancshares Inc,Financials,Thrifts & Mortgage Finance,BBG00K2T6RG6
PVBC UR Equity,Provident Bancorp Inc,Financials,Thrifts & Mortgage Finance,BBG00PF8ZS73
PKG UN Equity,Packaging Corp of America,Materials,Containers & Packaging,BBG000BB8WD9
AUB UW Equity,Atlantic Union Bankshares Corp,Financials,Banks,BBG000BKSFS8
DSKE UR Equity,Daseke Inc,Industrials,Road & Rail,BBG009ZH2J00
GTYH UR Equity,GTY Technology Holdings Inc,Information Technology,Software,BBG00M377NS4
QCRH UQ Equity,QCR Holdings Inc,Financials,Banks,BBG000BYZVJ5
UPLD UQ Equity,Upland Software Inc,Information Technology,Software,BBG00732PDJ0
CHRS UQ Equity,Coherus Biosciences Inc,Health Care,Biotechnology,BBG0077HWXW6
CFMS UW Equity,Conformis Inc,Health Care,Health Care Equipment & Suppli,BBG0097MXC74
SOLY UR Equity,Soliton Inc,Health Care,Health Care Equipment & Suppli,BBG00MPSK0Y2
PI UW Equity,Impinj Inc,Information Technology,Semiconductors & Semiconductor,BBG001NKQWD4
ELF UN Equity,elf Beauty Inc,Consumer Staples,Personal Products,BBG00DQ6VYV6
SMMF UW Equity,Summit Financial Group Inc,Financials,Banks,BBG000DLY7F9
GTY UN Equity,Getty Realty Corp,Real Estate,Equity Real Estate Investment,BBG000BB9734
CWK UN Equity,Cushman & Wakefield PLC,Real Estate,Real Estate Management & Devel,BBG00L7XVNJ8
EIDX UW Equity,Eidos Therapeutics Inc,Health Care,Biotechnology,BBG00L17PFF9
INCY UW Equity,Incyte Corp,Health Care,Biotechnology,BBG000BNQ132
